Title,Date,User,Body,Rating 
Wonderful connection,06/12/2016,mha49,"I'm a true fan! The topics are ""all over the map"" and explored truthfully and without varnish. After each story I feel better connected with this world.",5
"Good stories, not that deep",06/12/2016,peoign;owanwg,"There are some interesting stories here, but they rarely go as deep as I expect them to.",3
Occasionally condescending host,06/12/2016,feliciaalingu,The host's commentary and some questions she asks to the subjects are demonstrative of her glaring privilege and cringeworthy at times...,2
Eye opening,06/12/2016,Sassy2u15,I deeply enjoy all the episodes. They keep me up to date with issues and develop compassion for the people in each episode.,5
Embedded,06/12/2016,HinChico,Worthwhile podcast. Thank you Kelly and cohorts.,5
Excellent podcast,06/13/2016,JessWW,"Interesting, entertaining, and well-paced storytelling. I look forward to each episode.",5
The Human Experience,06/13/2016,StellaLuna in Tucson,"I've really enjoyed this podcast. I feel as though I am sitting with the narrators and with the people who are being interviewed as they navigate their circumstances. With two episodes from the first season, I was listening while running on my jogging route -- and crying at the same time (once from joy, once from sadness). I am reminded that these are ordinary people, but nothing is more extraordinary than life.",5
100% awesome,06/13/2016,Ptszenchantress,"LOVE LOVE this podcast. Great reporting, great reporters. I enjoy that they do follow ups on episodes. So looking forward to the next season!",5
Love this podcast!,06/13/2016,Rlcrafty,Embedded gives me exactly what I love: a fresh perspective from the people most affected by current events. It truly does take the stories a step deeper. Can't wait for Season 2!,5
Love this podcast!,06/13/2016,LoriLynB,I was so sad to find out The School was the last episode of the season because I loved the podcast so much! I found it to be so interesting and I'll be looking forward to the next season!,5
Great stories,06/04/2016,Liljennqt,I love how the stories are real-life stories that have been reported in the news. Very interesting and holds the listener's attention!,5
Excellent!,06/05/2016,Mtbaker9,I am so glad this podcast is being produced. My wife and I are hooked and look forward to listening to each episode. Great job NPR!,5
In Another's Shoes,06/05/2016,Crissy23846,"I mainly listen to my podcasts at work. Most block out other conversations, but Embedded often stops me in my tracks and has, on occasion, brought tears to my eyes. It truly gets to the heart of the story.",4
My new favorite podcast,06/06/2016,Bellelover,Love everything about this podcast. I like how they focus on different topics each week. The reporting is great and I have been raving to my friends and family about how they need to listen as well!,5
Finally said goodbye,06/06/2016,skihigh2002,"I stuck with the podcast for the first half dozen episodes. I thought maybe they would find stories that didn't wallow in the misery of others. Nope. I'm not saying I want a ""feel good story"" every week but come'on, a little levity wouldn't hurt. Also, the ads are incredibly annoying. ""We love great stories"" makes me want to go out of my way to not purchase your product. Painful and pandering.",2
disappointing,06/06/2016,Steven Loy,"I've never written a review, but with this podcast I feel I must warn against the false claims of the show's mkaers. It is touted as ""going deep"" into a story, but after listening to a few episodes, it clearly does no such thing, nor does it presume to. ""Going deep"" implies research, fact checking, multiple interviews with both sides of the story, background, context, efforts at solutions, etc... what people used to call feature reporting. But this show just presents a ""day-in-the-life"" portrait of the situation. Its just not possible to learn the truth about all sides of a story with one day of on-location interviews and reporting. So enjoy this podcast for what it is - superficial one-day fact gathering and character portraits, delivered in teenager-speak and Sarah-Koenig-like narration. But under no definition do the reproters ""go deep"" into a story. And for an NPR production this is a pretty low standard. I'll be sticking with Pro-Publica for stories that ""go deep"".",2
Amazing EMBD,06/06/2016,Fulvio Jr,Incredible piece of journalism.,5
A new way to hear about things,06/06/2016,Ashley2047,Kelly does a great job!!,5
Amazing!!!,06/06/2016,Candillo,"Puts a reality filter on news stories we all hear. Starting with the drug/AIDS epidemic in the Midwest and Appalachia, such amazing reporting.",5
Love it,06/07/2016,Fgsucchsfv,Interesting under-reported stories with the usual NPR quality. Highly recommend it,5
Cogent and sobering. Stays with you long after it ends.,06/07/2016,Adam-Wade,"I workout listening to podcasts and music, late at night. On lifting and intense-cardio days, I listen to upbeat and perky songs or comedy acts. On moderate-cardio days where I walk and jog on the treadmill, I listen to serious podcasts like this one. Being alone in the gym at midnight with no distractions around me, I focus and am transported.",5
New Favorite,06/07/2016,Dudette.yo,I tore through the first 5 episodes. Embedded is an amazing way to get in depth understanding on what otherwise would have been a fleeting print news article. Keep it coming!,5
Brilliant!,06/07/2016,JH Ut,"I love this show. The stories are fascinating and the reporting is excellent. Hope they can increase the number of shows per week, it's just that good!!",5
Great in-depth stories,06/07/2016,savannahattorney,Very well-done thoughtful in-depth (while easily listenable) reporting on fascinating and diverse topics.,5
Excellent and Thorough Reporting of Intriguing and Relevant Topics,06/07/2016,AN60305,Pulls you in from the start every time. Great stories presented in a tasteful yet intriguing manner. I only wish the episodes were longer!,5
Good for the commute,06/07/2016,Caamon,Topics are pretty interesting- I just find myself usually wanting a little more time and depth spent on each episode. Worth listening to on the treadmill or in the car for a distraction.,3
Love the detailed stories,06/08/2016,Sierra4103,"I love the stories that are covered, and how in depth she goes. I feel like I get ahold picture of what is going on in each situation.",5
One of the best podcasts!,06/08/2016,Jth5124,This podcast covers a variety of topics that touch both your mind and your heart. Truly fantastic and insightful reporting. Keep up the great work NPR!,5
Obsessed,06/08/2016,OpDik NErdShot,Great podcast,5
Practically perfect,06/08/2016,Science,This show went right to the top of my listening queue when it came out and it hasn't let me down.,5
Hooked from episode 1,06/02/2016,Sweet Hibiscus,Love how this podcast takes you deep into a story. It's a must!,5
New Addiction,06/02/2016,MixmasterC,Love this podcast!!!,5
Wonderful!,06/03/2016,RadioAddct,"Thought provoking, original, and engaging. Everyone should listen.",5
Excellent content and humanity,06/03/2016,Alaska Julie,This podcast is quickly becoming one of my favorites. The content is compelling and delivered in such an effective way. I often find myself moved by the stories. Well done Kelly and team!,5
A great find!,06/03/2016,Cblankin,"Each one I start listening to immediately draws me in. They bring these people's stories to life with an unexpected perspective.
It reminds me of this old show where they told ""the rest of the story.""",5
Fascinating and Compelling,06/03/2016,sicemtide,This is absolutely my favorite podcast in my queue. Kelly does an amazing job telling the stories of people who engage struggles in life in beautiful ways. Thanks Kelly and NPR!,5
"Wonderful, informative, insightful.",06/03/2016,Mrs.W 2008,"Great stories, love the deeper look into them. Informative, well reported, love the deeper reporting.",5
Completely Obsessed with this podcast,06/03/2016,L-squared,"I have been telling every NPR listener I know, GO SUBSCRIBE! Kelly does an amazing job of narrating these stories, painting the picture in my mind as I sit here in my beige colored cubicle of war torn Sudan or a drug den in Indiana. I'm so excited to keep listening. I will admit that I'm a binge listener, I can't wait too long though!",5
Thought-provoking Journalism,06/03/2016,StayCtruebeats,"I started listening to Embedded from the beginning, and it's easily been one of the most interesting, raw examples of journalism I've ever been exposed to, certainly within ten podcast realm. Beautiful moments, dark moments, captivating and such tragic stories; I highly recommend this series for anyone who wants to hear about the real, raw world around them.",5
Amazing Stories!,06/03/2016,Hope4cali,I love this podcast! The stories are amazing and the host has a wonderful voice. My only critique is that I want them to be longer :),5
Embedded always leaves me wanting more,06/03/2016,L. Vidal,"This is such an insightful podcast. I love the diversity of topics explored as well as the true nonpartisan approach. Always a refreshing listen, I'm often left wishing for more. Thank you Kelly McEvers and team!",5
Stop Everything and Listen,06/03/2016,reckshow,"This is the podcast that I stop everything to listen to when a new show is released. I really can't wait to listen to whatever Kelly MacIvers and her team are bringing to us. These stories are so compelling, I find myself telling them to whomever will listen. Deeply grateful for Embedded helping me to become aware of the background and details of stories that I need to hear.",5
Wish it was longer,06/04/2016,Pleasantly Pleased 1,"I know, that's easy for me to say when I don't really know what goes into putting these episodes together. I am enjoying these episodes, very informative and though provoking. I do feel like a couple times we're just getting started and then the episode has to end. There's so much behind these stories that it's just hard to fit it all in in just 30 minutes. This show is great",5
%husker boy,06/04/2016,%husker boy,My favorite new addition to my podcast list. I can't wait for each new episode.,1
My Favorite New Podcast,06/04/2016,Kadijah Michelle,"I am a podcast addict, and when I heard of this one I was sure if I would have time to listen to it. Boy am I glad I made the time. This podcast is the most insightful news podcast I have found.",5
Great new in detailed look at issues,06/04/2016,Patch Lee,"While each episode is very different in topic, the storytelling style is similar between each episode. This is a very good thing because that style lets you feel that you are experiencing the visit just as the reporters do. My only complaint is that they are not longer.",5
Makes Thursday commutes RIVETING!!,06/04/2016,tommieperrins,"Love this podcast!! So so interesting, the hospital episode was truly heartbreaking! Really great reporting! Anyone who is a Serial fan will love this podcast, just as riveting and eye opening! Only thing I wish is that they gave information to listeners about how we could follow up and perhaps help or donate to the different situations like MSF or opiate treatments or suicide prevention in Greenland",5
Outstanding Stories,06/04/2016,ElTonalteca9,"Without a doubt intriguing, thought-provoking, and in some cases inspiring stories and reporting. Definitely one of the higher quality podcasts that always leaves an impression. My personal favorite that spurred this review is ""The Hospital"".",5
NPR's best podcast,06/04/2016,Ulkpritter 23,I love this podcast! There are always interesting topics!,5
Love it,06/04/2016,Crackhead9484,"Very interesting subject matter, they do a great job getting in depth with their topics and bring a story to life in an interesting way",4
"Informative, insightful and an Emotional roller coaster.",05/31/2016,Canelo8,This is a great informative and insightful roller coaster for every Podcast listener. This really show a real picture of the way America is behaving and developing now. I look forward to this hour for a whole week.,5
Awesome Insights!,05/31/2016,dontslowdown,Provides a new and fresh view that most people don't think about day-to-day. Very interesting people and organizations and selected. Definitely recommended!,5
A mini Serial!,05/31/2016,Mkawamu,"A miniature version of the lengthy serial podcast, I look forward to Embeded every week for its detailed look into a topic I couldn't hope to comprehend otherwise.",5
Great Show,05/31/2016,K3riddle,"I quite enjoy the show, and the way they dive into a news story keep it up!",5
Always Patiently waiting for the next episode!,06/01/2016,Rcll02,Great stories told in a great way. Perfect voice for radio/audio. Stories are very captivating and leave you wanting more! Great job!,5
Rich Diversity Of Subjects,06/01/2016,Annannanna,"While my favorite episode has to be the first, they’ve managed to keep my wrapt attention with their wide range of subjects. Who knew I cared so much about things like D league basketball? Thanks for taking the time to be embedded and keep up the good work.",5
Amazing!,06/01/2016,LOTofPARADA,This has been amazing to listen to. I have been hooked since the first episode. Keep them coming!,5
Best new podcast,06/01/2016,brerfox318,"This is the best new podcast. It is very well put together and the stories are so varied and always interesting. If you like Invisibilia, Serial, Radiolab, etc you will like this show.",5
I look forward to each episode!,06/01/2016,Turner Zoo,I Anxiously await the next story to unfold and truly enjoy Kelly McEvers and how her team presents.,5
All my questions are answered,06/01/2016,Bebisredhead,"Every episode I listen to, all of my questions are brought up and answered! They talk about all of the facts, the feelings of the characters in the stories, and then the feelings and reactions of the interviewers.",5
Simply the best,06/02/2016,Toddles123,"In depth, touching stories that will pull you in, and keep you engaged. Keep up everything you do, love it ALL!",5
Love love LOVE this podcast,06/02/2016,Nikkidavs714,I love this podcast!!! My only complaint is that I wish there were more episodes. Worth listening too! I'm addicted! Please make more episodes,5
Journalism,06/02/2016,Jturning2,"At last, real investigative journalism, thank you! I enjoy your coverage immensely, though the story selection so far does seem a bit random, broad but unfocused. Still, the integrity of the subject matter is great and the objectivity laudable.",4
Love this show!,06/02/2016,mightymouthy717,"The episodes about Austin, IN are a must-listen.",5
Amazing,06/02/2016,Snickernose,Loved every show so far,5
One of my favs,06/02/2016,Pryorjen,When a podcast comes up on your feed and you CANNOT wait to listen...this is how I feel about Embedded. Such great stories and very well produced!,5
Great! But needs to be longer,06/02/2016,Glow child,I love love love this podcast but the stories need to be longer!,4
"Quality reporting, interesting stories",06/02/2016,Beckstabeck,"Well-researched, quality interviews and reporting, put together flawlessly. Bravo, my favorite new podcast!",5
Engaging,06/02/2016,Katydid17,"I love this podcast! It delivers - takes a story and goes deep. It's interesting, engaging, and insightful. I look forward to new episodes as they're released. Thank you!",5
My Favorite New Podcast,06/02/2016,Marcus1362,"I can't wait for new episodes! For those who love Serial's depth but can't keep up week to week, this is for you! Awesome, humanized reporting that goes into depth about a different topic each week!",5
Great podcast,05/28/2016,Josh joe Jim Jonah jack Joseph,Interesting,4
"Interesting, informative, well-produced",05/28/2016,Memphisnette,"I am a podcast addict and this is the first review I've ever written. I've easily listened to 50 different podcasts and multiple episodes of each. Embedded is in my top three. Each week they choose a subject that you might not expect to be interested in but they present it such a way that makes you wonder why you haven't bern curious about it before. Kelly McEvers, the host, has a pleasant voice and helps bring the stories to life. If you listen to many podcasts, you will appreciate the producer who makes sure that all voice levels are equal. You don't have to turn up the volume for one person and down for another. I look forward every week to a new episode. Thank you!!",5
Excellent.,05/28/2016,JohnnyGrande,A lovely mix of 60 minutes and This American Life. Perfect length. Perfect coverage. I love this podcast.,5
Incredibly engaging,05/28/2016,Rahksin,Engrossing pieces averaging a half hour. This is the best podcast in its genre.,5
Superb,05/28/2016,Lola Nicole,"One of my favorite podcasts. So good, so informative. Always look forward to a new episode.",5
A-MAZE-ZING?!!!,05/29/2016,Putty Tatt,"Keep it up! You guys to rock! Thank you for sharing these stories!!
I wish the episodes were one hour and not 30 mins - I can't get enough!!",5
Love it!,05/29/2016,Tom12243,Next week can't come soon enough. I love this podcast! Listen up,5
Simply Perfect,05/29/2016,Flhxtitan,This is absolutely the best podcast you can listen to in order to truly feel like you are part of the story. This lady's and gentlemen is how it's done.,5
Amazingly engaging story telling,05/29/2016,Guerrilladude,This podcast brings depth and connection to stories that matter. I can't get enough.,5
Love it.,05/29/2016,Zombie zeek,A wonderful mix of investigative journalism and what makes life tick and so much more than just what's on the surface. This is just another great podcast from the people who know better than anyone about talk radio. Thank you for great stories.,5
Wowzer!,05/29/2016,Debamundo,The reporting is top notch! You don't want to miss this one.,5
Huge fan,05/29/2016,Ashley F Asheville,Love this podcast. Keeps me interested on long walks. Well worth listening to!,5
Great podcast!,05/29/2016,Emi+nem,My favorite podcast ever! I can't believe it's not #1. I wish the episodes were longer because I could listen for hours!,5
Very interesting,05/29/2016,elderlobinho,"The first few episodes have been very interesting, though some subjects (immigration detention) have interested me more than others (bikers).",4
Excellent,05/30/2016,Thistiredmom,I just wish the episodes were longer.,5
Awesome!!,05/30/2016,Allawi2.0,Must have podcast!,5
Heartfelt Investigative Journalism,05/31/2016,kovu_159,"This podcast more than anything else I've heard transports me inside the story. Where a lot of other podcast will tell you the facts, here you really feel like you can understand it from the inside.",5
Riveting,05/31/2016,Froejoe6,Amazing work.,5
Love it,05/31/2016,Krys83c,Phenomenal!,5
Does it get any better?,05/31/2016,taylorthebeautiful,"I laugh, I cry, I am IN the moment. This podcast brings new light to the world we live in. Thank you for doing this.",5
Fantastic!,05/27/2016,Brynabee521,Really well done human interest/news stories. I like how the episodes are only 30ish minutes long as I can listen start to finish on my commute to work.,5
Thorough and Insightful,05/27/2016,miked563,A truly increidble news program that goes very deep into stories that other mediums might devote a few minutes or paragraphs to. Very well produced and Kelly McEvers is incredible.,5
Heart wrenching,05/27/2016,PittsburghSteelers,I just listened to The Hospital episode reported in South Sudan. I'm totally crying my eyes out. My problems seem so insignificant compared to the atrocities that go on.,5
Amazing!,05/27/2016,BeeEnJay,"This is one of the best podcasts. It's very insightful.
Another NPR winner!",5
Great Podcast,05/27/2016,amm1341,"This is an awesome podcast. Kelly is an engaging host - not pretentious at all. A lot of the episodes have been a little heavy. I wish they would do some investigative stuff, maybe corruption (*cough* Rhode Island *cough*), but I understand that takes a lot of time. Other than that fantastic show keep going!!",5
Amazing,05/27/2016,Macisar,"This podcast gives more than just the ""news story"" of an event that happens. Kelly really goes in to find the small details. How individuals are affected by these events. Her reporting gives us faces and voices to hope and root for. I was hooked from the first episode. My only dislike: they're short! Otherwise, these podcasts are worth a listen.",5
Great podcast,05/27/2016,Dragon456799,Probably my favorite. The last episode wrecked me and it was still the best part of my week.,5
Top notch!,05/27/2016,echarlu,I will continue to recommend this podcast to everyone! Keep up the great work Kelly & team!,5
Thought provoking,05/27/2016,Kgpodcast,"I'm so glad I discovered Embedded, it's definitely one of my favorite podcasts. Thought provoking and insightful, embedded brings to light interesting stories you would find difficulty hearing about in such depth without out listening to embedded!",5
More than Shoot and Run,05/27/2016,Chris P3,"When most of our TV and radio stories are 45 to 90 seconds long, it's refreshing to get more in depth. Listen to the story ""The House"" for a taste of what it's like to live in addiction. (Don't worry, it's less than a half-hour and you can escape.)",5
Insightful dig of news stories with a thriller tone and human touch,05/27/2016,In2pizza,NPR casts does a marvelous job in researching and telling these stories. Highly recommended!,5
Walk a mile in someone else's footsteps!,05/27/2016,Thadeus77,"Title says it all! One of the hardest things for people to imagine, is a perspective from someone from a a different walk of life. This podcast is excellent at immersing you in someone else's reality. One of my favorites!",5
Embedded is simply amazing,05/27/2016,Ray Wang Art,I held my breath as I listened to the El Salvador episode . Just amazing,5
One of the Best,05/28/2016,Kyle McCulloch,"This podcast is a standout example of how the best and most interesting journalism is being done in podcasting. Heartbreaking, informative and gripping. Highly recommended.",5
Highlight of the Day,05/28/2016,Phaeton2004,Really like their approach to getting down into the weeds on a story.,5
In-depth look at news & love Kelly M,05/28/2016,JessPK19,This podcast is excellent- the episodes on opioid addiction in a small town were so powerful. Definitely recommend subscribing.,5
Great Storytelling!,05/28/2016,#WB3$,"Well produced, great stories, reminds me of Serial. Love it!",5
Insightful and beautifully told stories,05/28/2016,Bbisous,"So often you hear a news story in isolation, the talking points divulged and then the next story starts. It's refreshing to have Embedded to focus our attentions on a story for longer than our typical 2-minutes allotted. These are beautifully told stories, ranging in topics. I eagerly wait for the next episode as soon as I finish the last.",5
"On my ""must listen"" list",05/28/2016,The Dudester,Brilliant idea to go behind the stories. The shows are done with intelligence and heart.,5
LOVE IT!!,05/28/2016,Lgsfca,"Really enjoy this thoughtful, interesting, professional and high quality production!",5
Exceptional Stories,05/26/2016,MarieClaireCamp,"This podcast has quickly moved to the top of my list with This American Life, Start Up, Criminal and Serial. Bravo for such interesting and exceptional reporting and storytelling.",5
Best Podcast,05/26/2016,SharonWSU,I love this podcast. Kelly and her team do a fabulous job.,5
Love it!,05/26/2016,Kellykdillon,So good!,5
Amazing!!,05/26/2016,jennyhcox,My favorite podcast. Keep up the amazing work!!,5
Great Podcast,05/26/2016,lauraanne45,I love this podcast. Very interesting stories. Two of which made me cry. Give it a shot.,5
"Great journalism, personal",05/26/2016,H_MPLS,"Even though this podcast just started with a few episodes, it is definitely worth a listen. They touch on issues around the US and the world I've never heard about before.",5
Another interesting podcast by NPR,05/26/2016,Brucinjo Cara de Nino,Great podcast. Always has interesting content.,5
"Fantastic, insightful show",05/26/2016,theFace022,I've enjoyed each episode; if only we could get such a deep dive on all news stories these days instead of the same sound bites and talking points. Strongly recommend.,5
Excellent!,05/26/2016,BadPigger,"New favorite podcast. Love the in depth, on the ground reporting. Fascinating stories. You've taken me places I've never been and made me feel like I am there. Love this better than the headline news! Thank you for all you do!",5
Wonderful,05/26/2016,Hdjdkdkhdjsk0bn99292,"Beautifully made, absolutely worth a listen, you won’t regret it.",5
Amazing,05/26/2016,Spencer Hoffman,"Fantastic stories. Insightful and deep, just totally amazing",5
Wow! So insightful! Look forward the Thursday,05/26/2016,Ipajeau,I LOVE the Embedded podcast. It gets you up close and personal with people in different situations and helps you see the triumph and tragedy. I look forward to it every week.,5
My New Favorite Podcast!,05/26/2016,mackenzieadermn,I can't begin to say enough great things about this podcast. Kelly McEvers does a fantastic job of taking listeners inside lesser know news stories and giving you humanistic perspective into each week's topic. After each episode I'm left thinking it is the best episode so far and the next week's episode is even better. The combination of Embedded's powerful reporting and flawless storytelling make it one of the best podcast's around!,5
Love it!,05/26/2016,P2tch3r,Great in depth reporting.,5
"Compelling storytelling, really grabs you",05/26/2016,ErinTangerine,"Amazing storytelling. I love this podcast. It really grabs your attention and moves you, sometimes with human drama, other times with humor. I've walked way past my destination because I was so engrossed by this podcast. I'm so glad it exists. I was moved to donate to Doctors Without Borders after the ""Hospital"" episode. Thank you for making this incredible thing. It cannot be easy!",5
Accurate and gripping,05/26/2016,Pet-Rock,"Embedded really has done an amazing job. In a world filled with sound bites they provide instructive in depth but easily digestible looks at varied stories about life and people. As a doctor who has had the privilege to work internationally with children in places where there is great need the episode about the MSF hospital was incredibly tangible, reminiscent and transporting. I look forward to more Embedded stories.",5
"Keep em coming, and thanks",05/26/2016,FPD 8_2,"Each podcast has either stirred my emotions or forced me to critically think about the story.
Keep it up.",5
"Gripping, Real, Emotional",05/26/2016,Sharkemperor,I have never written a review of a podcast but I just had to dive in after the latest episode of Embedded. This podcast is like an audio documentary every week. Kelly McEvers is not only reporting on the stories but has become part of them as the name of the show implies. The emotion she brings to every episode makes the stories come alive and inspires emotion in the listeners. Keep up the good work.,5
Really good,05/26/2016,Kate1323,"I really like this podcast. Some of the topics are more interesting than others, but I definitely always enjoy listening to Kelly tell the stories. Sometimes I feel like it's a little bit too short. They end it and I feel like they could have gone a little bit farther with it but I think they are just trying to get these issues on people's minds to start a discussion. One of my friends and I listen to this and then come together and discuss the issue that week, and while we may not always agree on the issue Kelly presents it always leads to a great conversation and debate on the topic. I would definitely recommend this podcast!!",5
Fantastic!,05/27/2016,amishaofficialx,"This podcast is amazing. The reporting is informational and personal. I have laughed and I have cried while listening to this podcast. There's not even a specific type of person that would like this, I think everyone will!",5
Great,05/23/2016,El Stevedore,Extremely interesting,5
"Great reporting, captivating stories",05/23/2016,Manda831,It's been a while since I binge listened to a podcast. The subjects and production of this podcast are fantastic.,5
Great,05/23/2016,AdamNWA,My new favorite,5
Great storytelling!,05/23/2016,Milkymully,I love this show!,5
Big Letdown,05/23/2016,Good at first and then...,"I was so excited to check this podcast out after listening to the previews on other NPR products. Turns out, the show is actually pretty boring.",3
New Media Evangelist,05/24/2016,LoudChristian,There is so much power in the stories you present. Just listened to We Found Joy and as a person who has felt with addiction issues I found the piece uplifting and at the same time very real to the struggle. I Pray for Joy and her family as they continue through their journey to freedom. Thank you for putting such a human face on what is often reported as a statistic.,5
AMAZING,05/25/2016,DGulbas,"I thought Serial and This American Life were the best podcast out there, and this surpasses my obsession. I’m a journalism major, former newspaper photographer, and I think it’s great journalism.",5
New favorite podcast,05/25/2016,Sprex2,"Very interesting, thought provoking stories. Warning: you may get addicted to this podcast.",5
Keep going!,05/25/2016,candyynz,"Sad to see the negative reviews on here. Yes, may not seem like reporting but really, who else is going to go out there and draw attention to the issues that the media is ignoring? There was some questions that can come off as insensitive but I don't believe Kelly McEvers would be sacrificing her time and putting herself in danger to go out there and insult people. She really wants to know what causes the problems so that we can therefore draw our own conclusion from it.",5
Enthralling!,05/26/2016,KRM222,"This podcast is wonderful! Even stories I don't think I'll be interested in, like the basketball one, they grab you, and make the story important to you, and you cannot wait to hear what happens. I love the variety of topics, and the depth they go into. It's a great listen. Download it now! You'll love it, I'm certain!",5
So good,05/26/2016,bossgirl123,Every episode is so engrossing and well produced. Even the ones I'm not initially interested in always sucked in. Keep it up npr!,5
New favorite podcast,05/26/2016,Hyyypes,"Amazing storytelling, wide range of topics, and beautiful audio engineering -I look forward to each new episode like Christmas morning.",5
Outstanding journalism,05/26/2016,Jack Belapio,"Embedded is one of the best pure journalism podcasts out there. The reporters are blending the old (human interest stories and on the spot reporting) with the new(ish) media of podcasting and they are doing important work. Embedded opens your eyes to the world and makes you feel a deeper connection to stories that feel far away-especially in the MSF episode from South Sudan. If you are new to this podcast, listen to that episode first.",5
Thought provoking & entertaining,05/26/2016,MethodicJon,"Always thought-provoking, always entertaining. Sometimes I just wish it was a little bit longer and I could hear more.",5
Embedded,05/26/2016,Mike Lamarre,Excellent!,5
Awesome!,05/26/2016,Ali 8D,"Wow, the latest podcast was beautiful!!! I am a podcast junkie, and I love Embedded. The Doctors Without Borders in Sudan episode was heartbreaking and inspiring!!! Keep up the great work!",5
Literally the best podcast of all time,05/26/2016,the caped crusader,Sorry serial you've been outdone,5
Tourism journalism,05/26/2016,Xy 1900,Reporting on this podcast are intriguing but not deep. With great theatrical music...,2
Greet,05/26/2016,Krevellrn,One if the best podcasts out there,5
Captivating and addicting!,05/26/2016,Kayakinz,I'm so excited for what's to come. An honest and real perspective on major issues/events in our country is much needed. The first episode was captivating.,5
Love it!,05/16/2016,ELT888,I really love this podcast. Interesting stories explored and told expertly.,5
"Great reporting, interesting stories.",05/16/2016,ctrney,"Great reporting, interesting stories.",5
Addictive.,05/17/2016,Podcast grad student,Great investigative journalism telling stories that keep you coming back for more.,5
My new favorite podcast,05/17/2016,EllaPromis,The journalism at its best. Extraordinary stories about ordinary people told with heart and talent. Thank you!,5
Embedded,05/17/2016,Zen in samsara,"I feel embedded is a bit strong, I mean how deep can one go in such a limited time? That said, it's still an interesting show.",4
Really great!,05/19/2016,AlyssaMD,This is a fabulous podcast. Entertaining. Interesting. Well-written and delivered.,5
Great show!,05/19/2016,Acfun2005,I love this show. It really gives you an inside look into may place most of us never go!,5
Close looks at powerful stories,05/19/2016,jonnyhweiss,"This is a really well done podcast. The stories and interesting and emotionally powerful, and McEvers does a great job doing in depth reporting.",5
Keep up the amazing work!!,05/19/2016,Beachy Sunsets,I am such a fan of your new show! For those who haven't started listening yet drop everything you are doing now and press play. My only critique is that I wish the episodes were longer because I enjoy them so much! Hats off to Kelly and the rest of the Embedded team- you guys are rocking it!,5
Definitely a fan.,05/19/2016,starl!te,I am really into this Podcast. Frontline news reporting at it's best!! Keep up the great work!!,5
This rocks!,05/20/2016,MidwestMomofthree,Kelly McEvers you are a pioneer genius in the podcast journal field! Strong work! You have a dedicated listener!,5
thoughtful and enjoyable,05/20/2016,cvickers09,great learning about things i wouldn't otherwise have a deep understanding about,5
Great podcast,05/21/2016,Courtp125,Kelly McEvers delievers a great podcast that goes inside some of our nations hot topics. It is fascinating to listen to. I loved the episode where she revisted Joy and I was so happy to hear Joy is doing well. I would love to hear more revisited episodes.,5
Heavy but worth it!,05/21/2016,Pareezy,"I finally got into ""Embedded"" after hearing it advertised on the myriad other podcasts I listen to. And by got into it, I mean I spent the afternoon soaking in the whole back catalog. The stories are immersive and compelling for a 30 min podcast, and the topics are fascinating. I would definitely recommend it if you enjoy NPR's story telling style reporting (think maybe Serial in thirty minutes), and there's not always a happy ending.",5
Going to be a great show,05/22/2016,Terroir,"Love the concept, love the stories, great show.",5
Beautiful descriptions,05/23/2016,Los guapos,"Team describes in such detail, you feel like your there.",5
First podcast that made me donate,05/23/2016,theglobalguy,"While there is a little bit of sensational""yuppie reporter discovers the gritty side of life"", type of reporting it's still a very enjoyable way to spend a drive. I actually liked it enough to make a donation to NPR for the first time.",4
Good podcast; short and sweet,05/23/2016,cfalt007,"Serial season 2 was a disappointment for me. Embeded is perfect, not a lot of banter or built in ads instead it's a brief journalistic expose into humanity in America.",5
Love the show,05/23/2016,reviewingandratingalways,I wish it was consistent though but I get that it takes a while to make quality a show. I look forward to more.,5
Amazing,05/23/2016,Spider Cents,One of the best podcasts I've listened to. Deep and engaging and at times heart breaking.,5
Embedded,05/12/2016,Theresad12,Love this podcast can't get enough,5
One of the best non-business podcasts on NPR,05/12/2016,GTheodos,"I am a busy, business owner and don't have time to listen to a lot of podcasts so when I do they are mostly business or news type podcasts. And I usually stay away from social documentary type podcasts as they come across as agenda driven. But this one so far is different. It is well produced, lucid and not stupid. If u have the time to listen to an updated 60 Minutes type broadcast, then I strongly recommend this one.",5
Excellent concept,05/12/2016,alden,This podcast is based on an excellent concept. I love the idea of extra deep dives on diverse topics.,5
Needed this,05/12/2016,Brandileighhh,"Every week has such a captivating, well reported story. I haven't been this excited for a podcast weekly since Serial.",5
"good podcast, not too slanted",05/13/2016,mwalbert,"given the source, i was afraid this podcast would be badly slanted to the left. doesn't seem to be too bad, except for the refusal to use the more appropriate term 'illegal immigrant' on the immigration podcast. pretty interesting podcast, hope it keeps going.",4
Amazing,05/13/2016,Annazzzz2016,Embedded has me in tears on my commute regularly. It is wonderful and insightful.,5
Terrific journalism,05/13/2016,A10thunder,Great stories. Professionally done. Keep up the good work.,5
Thank you!,05/13/2016,Granty M.,Amazing podcast. Very informative and extremely interesting. Really impressive journalism. Thank you Kelly and the Embedded team.,5
Love this show,05/13/2016,Latnlovr,Amazing thought provoking podcast. Excellent journalism!,5
Superb!,05/13/2016,Lola Nicole,So happy I found this podcast. From the first episode I was completely hooked. Such great work!,5
Simply beautiful,05/13/2016,Nickname toh taken hai,This is my new favorite podcast right after wait wait and American life. A breath of fresh air,5
